"Granteeid","Vendorcode","Grantee","Abbrev","Region","State","Manager","Rep","Contact","Phone","Fax","Email","Comment","Transfer","Transtime","Transno","Updtdate","Updtflag","Addstamp","Newstart"
"0","1324","DANE COUNTY REGIONAL PLANNING COMMISSION                              ","DANE COUNTY  RPC    ","05","WI","                                        ","                                        ","                                        ","6082664137       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89KE204 Pushout              ","false"
"0","2120","DANVILLE, CITY OF                                                     ","DANVILLE CTY        ","05","IL","                                        ","                                        ","                                        ","2174312281       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88Z6204 Pushout              ","false"
"0","3305","DEAN COUNTY REGIONAL PLANNING COMMISSION                              ","DEAN CNTY RPC       ","05","WI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89H2204 Pushout              ","false"
"0","1274","DECATUR, CITY OF                                                      ","DECATUR CTY         ","05","IL","                                        ","                                        ","                                        ","2174242820       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88IL204 Pushout              ","false"
"0","1287","DELAWARE-MUNCIE METROPOLITAN PLANNING COMMISSION                      ","DEL-MUNCIE MPC      ","05","IN","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P8946204 Pushout              ","false"
"0","2905","DES PLAINES, CITY OF                                                  ","DES PLAINES CTY     ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88WD204 Pushout              ","false"
"0","2107","DETROIT DEPARTMENT OF TRANSPORTATION                                  ","DETROIT DOT         ","05","MI","                                        ","                                        ","                                        ","3138337390       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88WH204 Pushout              ","false"
"0","5574","DETROIT TRANSPORTATION CORP (DTC)                                     ","DETROIT TRANS CORP  ","05","MI","                                        ","                                        ","                                        ","3132242160       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88P3204 Pushout              ","false"
"0","2139","DOWNERS GROVE, VILLAGE OF                                             ","DOWNERS GROVEVIL    ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P894F204 Pushout              ","false"
"0","1221","DULUTH TRANSIT AUTHORITY                                              ","DULUTH TRANSIT AUTH ","05","MN","                                        ","                                        ","                                        ","2187224426       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88YB204 Pushout              ","false"
"0","2176","DULUTH, CITY OF, HEAD OF THE LAKES COUNCIL OF GOVERNMENTS             ","DULUTH COG          ","05","MN","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P893P204 Pushout              ","false"
"0","1325","EAST CENTRAL WISCONSIN REGIONAL PLANNING COMMISSION                   ","E CENTRAL WI RPC    ","05","WI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89DL204 Pushout              ","false"
"0","1190","EAST CHICAGO SYSTEM                                                   ","EAST CHGO BUS TRANSI","05","IN","                                        ","                                        ","                                        ","2193970441       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88Z2204 Pushout              ","false"
"0","1881","EAST DUBUQUE, CITY OF                                                 ","EAST DUBUQUE        ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88M8204 Pushout              ","false"
"0","5084","EAST GRAND FORKS, CITY OF                                             ","EGFRK               ","05","MN","                                        ","                                        ","                                        ","2187732483       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88SX204 Pushout              ","false"
"0","3182","EAST LIVERPOOL, CITY OF, DEPARTMENT OF TRANSPORTATION                 ","E LIVERPOOL DOT     ","05","OH","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88WQ204 Pushout              ","false"
"0","1317","EASTGATE DEVELOPMENT AND TRANSPORTATION AGENCY                        ","EDATA               ","05","OH","                                        ","                                        ","                                        ","2167467601       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88V4204 Pushout              ","false"
"0","5091","EATON, COUNTY OF, TRANSPORTATION AUTHORITY                            ","EATON COUNTY CNT    ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88DP204 Pushout              ","false"
"0","1319","EAU CLAIRE, CITY OF                                                   ","EAU CLAIRE TRANSIT  ","05","WI","                                        ","                                        ","                                        ","7158395111       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88SB204 Pushout              ","false"
"0","2607","ELGIN, CITY OF, DEPARTMENT OF TRANSPORTATION                          ","ELGIN DOT           ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88UN204 Pushout              ","false"
"0","2409","EUCLID MUNICIPAL TRANSIT SYSTEM                                       ","EUCLID CITY  MTS    ","05","OH","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88HM204 Pushout              ","false"
"0","2565","EVANSVILLE URBAN TRANSIT STUDY                                        ","EUTS                ","05","IN","                                        ","                                        ","                                        ","8124265230       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P892Y204 Pushout              ","false"
"0","1216","FLINT MASS TRANSPORTATION AUTHORITY                                   ","FLINT MTA           ","05","MI","                                        ","                                        ","                                        ","3137676950       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88RJ204 Pushout              ","false"
"0","2116","FOND DU LAC, CITY OF, FOND DU LAC AREA TRANSIT                        ","FOND DU LAC  TRA    ","05","WI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89HX204 Pushout              ","false"
"0","1191","FORT WAYNE PUBLIC TRANSPORTATION CORP.                                ","FORT WAYNE PTC      ","05","IN","                                        ","                                        ","                                        ","2194324977       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88X8204 Pushout              ","false"
"0","3304","FOX VALLEY COUNCIL OF GOVERMENTS                                      ","FOX VALLEY   COG    ","05","WI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88HQ204 Pushout              ","false"
"0","2140","GALESBURG, CITY OF                                                    ","GALESBURG CTY       ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88XP204 Pushout              ","false"
"0","1200","GARY PUBLIC TRANSPORTATION CORPORATION                                ","GARY PTC            ","05","IN","                                        ","                                        ","                                        ","2198857555       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89G7204 Pushout              ","false"
"0","2022","GARY, CITY OF                                                         ","GARY CTY            ","05","IN","                                        ","                                        ","                                        ","2198811332       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P893C204 Pushout              ","false"
"0","5513","GARY, CITY OF, DEPT OF PLANNING & DEVELOPMENT                         ","CITY OF GARY DPD    ","05","IN","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88FV204 Pushout              ","false"
"0","5004","GLADWIN - CITY COUNTY TRANSIT                                         ","GLADWIN BOC         ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88I8204 Pushout              ","false"
"0","1294","GLS REGION V PLANNING AND DEVELOPMENT COMMISSION                      ","GLS REGION V PDC    ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P895N204 Pushout              ","false"
"0","2054","GOSHEN, CITY OF                                                       ","GOSHEN CTY          ","05","IN","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88YK204 Pushout              ","false"
"0","1210","GRAND RAPIDS AREA TRANSIT AUTHORITY                                   ","GRATA               ","05","MI","                                        ","                                        ","                                        ","6164567514       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89IF204 Pushout              ","false"
"0","5127","GRANT HAVEN, CITY OF               HARBOR TRANSIT                     ","HARBOR TRANSIT      ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88JM204 Pushout              ","false"
"0","1237","GREATER CLEVELAND REGIONAL TRANSIT AUTHORITY                          ","CLEVELAND RTA       ","05","OH","                                        ","                                        ","                                        ","2165665100       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P899J204 Pushout              ","false"
"0","1194","GREATER LAFAYETTE PUBLIC TRANSPORTATION CORPORATION                   ","LAFAYETTE    PTC    ","05","IN","                                        ","                                        ","                                        ","3174232666       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89A5204 Pushout              ","false"
"0","1179","GREATER PEORIA MASS TRANSIT DISTRICT                                  ","PEORIA MTD          ","05","IL","                                        ","                                        ","                                        ","3096768015       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P897U204 Pushout              ","false"
"0","1247","GREEN BAY, CITY OF, TRANSIT SYSTEM                                    ","GREENBAY CTY        ","05","WI","                                        ","                                        ","                                        ","4144483051       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89IJ204 Pushout              ","false"
"0","2021","GREEN COUNTY                       GREEN COUNTY TRANSIT BOARD         ","GREEN        CTB    ","05","OH","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88E2204 Pushout              ","false"
"0","5135","GREENVILLE, CITY OF                                                   ","COG                 ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89CU204 Pushout              ","false"
"0","1239","HAMILTON, CITY OF                                                     ","HAMILTON CTY        ","05","OH","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88PT204 Pushout              ","false"
"0","1192","HAMMOND, CITY OF, TRANSIT SYSTEM                                      ","HAMMOND TRANSIT     ","05","IN","                                        ","                                        ","                                        ","2198536395       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88MV204 Pushout              ","false"
"0","2898","HARVEY, CITY OF                                                       ","HARVEY CTY          ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88S6204 Pushout              ","false"
"0","2052","HENDERSON, CITY OF                                                    ","HART                ","05","KY","                                        ","                                        ","                                        ","                 ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-10","false","07/19/1999P89L5204 Pushout              ","false"
"0","5425","HENNEPIN COUNTY REGIONAL RAILROAD AUTHORITY                           ","HCRRA               ","05","MN","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88L4204 Pushout              ","false"
"0","5554","HOLLAND, CITY OF                                                      ","CITY OF HOLLAND     ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88DK204 Pushout              ","false"
"0","5200","HOOPESTON MULTI AGENCY SERVICES                                       ","HMAS                ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89GB204 Pushout              ","false"
"0","3070","HUB TRANSIT AUTHORITY - DETROIT                                       ","DETROIT HUB TRA     ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88IY204 Pushout              ","false"
"0","1177","ILLINOIS DEPARTMENT OF TRANSPORTATION                                 ","ILLINOIS DOT        ","05","IL","                                        ","                                        ","                                        ","3127932111       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1999-08-13","false","07/19/1999P88QF204 Pushout              ","false"
"0","2911","ILLINOIS DEPARTMENT OF TRANSPORTATION                                 ","IDOT-SPRINGFIELD    ","05","IL","                                        ","                                        ","                                        ","                 ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","2000-04-03","true","08/13/1999K209JJENKINSR # douglasb      ","false"
"0","1178","ILLINOIS, STATE OF, NORTH SUBURBAN MASS TRANSIT DIST.                 ","CHICAGO MTD         ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88DG204 Pushout              ","false"
"0","1174","ILLINOIS, STATE OF, NORTHWEST SUBURBAN MASS TRANSIT DISTRICT          ","NW SUBURBAN  TRD    ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88U1204 Pushout              ","false"
"0","2138","ILLINOIS, STATE OF, WEST SUBURBAN MASS TRANSIT DISTRICT               ","W ILLIONIS   RTD    ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P898K204 Pushout              ","false"
"0","1189","INDIANA DEPARTMENT OF TRANSPORTATION                                  ","INDIANA DOT         ","05","IN","                                        ","                                        ","                                        ","3172321476       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89CM204 Pushout              ","false"
"0","1202","INDIANAPOLIS PUBLIC TRANSPORTATION CORPORATION                        ","INDIANAPOLIS PTC    ","05","IN","                                        ","                                        ","                                        ","3176352100       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P8996204 Pushout              ","false"
"0","1285","INDIANAPOLIS, CITY OF, DEPT. OF METROPOLITAN DEVELOPMENT              ","INDIANAPOLIS MTD    ","05","IN","                                        ","                                        ","                                        ","3713275262       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88SK204 Pushout              ","false"
"0","5107","IONIA, CITY OF                                                        ","ICO                 ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89GT204 Pushout              ","false"
"0","2109","ISABELLA COUNTY TRANSPORTATION COMMISSION                             ","ISABELLA CTC        ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88J7204 Pushout              ","false"
"0","1217","JACKSON TRANSIT SYSTEM                                                ","JATS TRS            ","05","MI","                                        ","                                        ","                                        ","5177878363       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89DZ204 Pushout              ","false"
"0","3017","JACKSON, CITY OF                                                      ","JACKSON CTY         ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P890J204 Pushout              ","false"
"0","1322","JANESVILLE TRANSIT SYSTEM                                             ","JANESVILLE CTY      ","05","WI","                                        ","                                        ","                                        ","6087553150       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88C0204 Pushout              ","false"
"0","2136","JOLIET MASS TRANSIT DISTRICT                                          ","JOLIET MTD          ","05","IL","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P893Y204 Pushout              ","false"
"0","1298","KALAMAZOO AREA TRANSPORTATION STUDY                                   ","KATS                ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88YT204 Pushout              ","false"
"0","1211","KALAMAZOO METRO TRANSIT                                               ","KMT MTA             ","05","MI","                                        ","                                        ","                                        ","6163858201       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P898B204 Pushout              ","false"
"0","5160","KALKASKA PUBLIC TRANSIT                                               ","KALKASKA PT         ","05","MI","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88OH204 Pushout              ","false"
"0","5726","KALKASKA PUBLIC TRANSIT AUYTHORITY                                    ","KPTA                ","05","MI","                                        ","                                        ","                                        ","6162586808       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89DC204 Pushout              ","false"
"0","5137","KANKAKEE, CITY OF                                                     ","KANKAKEE            ","05","IL","                                        ","                                        ","                                        ","8159331731       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89K6204 Pushout              ","false"
"0","1256","KENOSHA DEPARTMENT OF TRANSPORTATION                                  ","KENOSHA DOT         ","05","WI","                                        ","                                        ","                                        ","4146568151       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P895S204 Pushout              ","false"
"0","3190","KENT STATE UNIVERSITY CAMPUS BUS SERVICE                              ","KENT STATE UIV      ","05","OH","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P88H0204 Pushout              ","false"
"0","5470","KOKOMO, CITY OF                                                       ","KOKOMO              ","05","IN","                                        ","                                        ","                                        ","0000000000       ","                 ","                                                  ","                                                                                                                                                                                                        ","1999-08-25","        ","0","1998-11-03","false","07/19/1999P89IA204 Pushout              ","false"
